id,t,x,y,z
1,164.4278646,-1023.933863,212.256189,-52.7092948
1,164.4382813,-1023.943856,212.113252,-52.7031835
1,164.4486979,-1023.95188,211.977834,-52.7047667000001
1,164.4695313,-1023.964809,211.711213,-52.7307812
1,164.4799479,-1023.976506,211.5584,-52.7297991
1,164.5007813,-1023.997357,211.262422,-52.7073347
1,164.5111979,-1023.996241,211.163906,-52.7266603
1,164.5215278,-1024.011529,210.98335,-52.725669
1,164.5425347,-1024.015958,210.746167,-52.7744325
1,164.5946181,-1024.057413,210.053646,-52.7872574
1,164.6362847,-1024.086724,209.51901,-52.8267111
1,164.7301215,-1024.17604,208.233873,-52.8385313
1,164.7405382,-1024.1852,208.083382,-52.8578461
1,164.7508102,-1024.181237,208.010079,-52.8569116
1,164.8549769,-1024.275649,206.597452,-52.8958719
1,164.8655093,-1024.283599,206.459433,-52.9050715
1,164.8967882,-1024.302249,206.067985,-52.9531042999999
1,164.9381944,-1024.337054,205.509186,-52.9798104
1,164.9696181,-1024.365207,205.088598,-52.9694036
1,165.0215278,-1024.400317,204.400978,-53.0331237
1,165.0321181,-1024.408292,204.265742,-53.0551134999999
1,165.0634549,-1024.441603,203.807655,-53.0598423
1,165.07361,-1024.4452,203.692293,-53.0588782999999
1,165.0842882,-1024.456334,203.552413,-53.0554792
1,165.0946181,-1024.463836,203.422224,-53.0749296
1,165.1363715,-1024.505191,202.88843,-53.1379434
1,165.1467014,-1024.520098,202.754711,-53.1247075
1,165.1572049,-1024.537678,202.590401,-53.1468947
1,165.1675347,-1024.55031,202.453452,-53.1003108
1,165.1778646,-1024.560447,202.32902,-53.1428846
1,165.2090278,-1024.589802,201.940117,-53.1609736
1,165.2195313,-1024.598303,201.810176,-53.1957071
1,165.2298611,-1024.613943,201.658517,-53.1746346
1,165.2402778,-1024.618159,201.558669,-53.1967933
1,165.3154514,-1024.714134,200.52761,-53.2500811
1,165.3653646,-1024.749089,199.974896,-53.2719185
1,165.3967882,-1024.790138,199.529072,-53.3103376
