
Project:     S1R1 a
Program:     GrafNav Lite Version 8.20.0522
Profile:     UTM
Source:      GPS Epochs(Combined)
ProcessInfo: Run (1) by Unknown on 10/19/2010 at 17:58:58
3369- 23:59:30.00  6/01/2010   503651.496  6783964.371  294.082   1.151   0.579 5
3370-  0:00:00.00  6/02/2010   503651.477  6783964.331  294.091   1.158   0.580 2
3371-  0:00:30.00  6/02/2010   503651.456  6783964.380  294.078   1.163   0.580 5
3372-  0:01:00.00  6/02/2010   503651.444  6783964.355  294.077   1.170   0.582 3
3373-  0:01:30.00  6/02/2010   503651.439  6783964.349  294.083   1.177   0.583 3
3374-  0:02:00.00  6/02/2010   503651.433  6783964.338  294.096   1.184   0.584 3
3375-  0:02:30.00  6/02/2010   503651.430  6783964.347  294.080   1.191   0.586 3
3376-  0:03:00.00  6/02/2010   503651.426  6783964.342  294.077   1.198   0.588 3
3377-  0:03:30.00  6/02/2010   503651.418  6783964.364  294.072   1.206   0.589 3
3378-  0:04:00.00  6/02/2010   503651.412  6783964.382  294.046   1.214   0.591 3
3379-  0:04:30.00  6/02/2010   503651.406  6783964.398  294.055   1.221   0.593 3
3380-  0:05:00.00  6/02/2010   503651.408  6783964.394  294.047   1.229   0.596 3
3381-  0:05:30.00  6/02/2010   503651.411  6783964.357  294.055   1.238   0.598 4
3382-  0:06:00.00  6/02/2010   503651.396  6783964.384  294.046   1.246   0.600 4
3383-  0:06:30.00  6/02/2010   503651.383  6783964.410  294.029   1.255   0.603 4
3384-  0:07:00.00  6/02/2010   503651.445  6783964.218  294.119   1.251   0.600 5
3385-  0:07:30.00  6/02/2010   503651.498  6783964.221  294.086   1.252   0.600 4
3386-  0:08:00.00  6/02/2010   503651.509  6783964.213  294.097   1.250   0.600 3
3387-  0:08:30.00  6/02/2010   503651.473  6783964.344  294.030   1.240   0.597 6
3388-  0:09:00.00  6/02/2010   503651.449  6783964.372  293.987   1.238   0.598 6
3389-  0:09:30.00  6/02/2010   503651.422  6783964.385  294.036   1.233   0.599 6
3390-  0:10:00.00  6/02/2010   503651.413  6783964.245  294.082   1.224   0.599 6
3391-  0:10:30.00  6/02/2010   503651.354  6783964.189  294.112   1.213   0.600 6
3392-  0:11:00.00  6/02/2010   503651.339  6783964.072  294.183   1.213   0.602 4
3393-  0:11:30.00  6/02/2010   503651.364  6783964.055  294.193   1.206   0.600 6
3394-  0:12:00.00  6/02/2010   503651.358  6783963.992  294.198   1.208   0.601 5
3395-  0:12:30.00  6/02/2010   503651.364  6783963.963  294.240   1.208   0.602 5
3396-  0:13:00.00  6/02/2010   503651.403  6783963.912  294.258   1.205   0.603 5
3397-  0:13:30.00  6/02/2010   503651.420  6783963.898  294.254   1.199   0.603 6
3398-  0:14:00.00  6/02/2010   503651.405  6783963.881  294.257   1.192   0.603 5
3399-  0:14:30.00  6/02/2010   503651.395  6783963.853  294.251   1.183   0.604 5
3400-  0:15:00.00  6/02/2010   503651.391  6783963.827  294.275   1.185   0.606 4
3401-  0:15:30.00  6/02/2010   503651.423  6783963.739  294.316   1.181   0.605 5
3402-  0:16:00.00  6/02/2010   503651.433  6783963.703  294.322   1.180   0.606 5
3403-  0:16:30.00  6/02/2010   503651.470  6783963.650  294.340   1.179   0.607 6
3404-  0:17:00.00  6/02/2010   503651.475  6783963.693  294.321   1.182   0.609 5
3405-  0:17:30.00  6/02/2010   503651.507  6783963.614  294.339   1.179   0.609 6
3406-  0:18:00.00  6/02/2010   503651.522  6783963.555  294.369   1.179   0.611 6
3407-  0:18:30.00  6/02/2010   503651.496  6783963.557  294.353   1.180   0.614 4
3408-  0:19:00.00  6/02/2010   503651.501  6783963.559  294.369   1.179   0.616 4
3409-  0:19:30.00  6/02/2010   503651.540  6783963.597  294.383   1.178   0.619 5
3410-  0:20:00.00  6/02/2010   503651.582  6783963.546  294.379   1.175   0.622 4
3411-  0:20:30.00  6/02/2010   503651.502  6783963.582  294.335   1.173   0.624 4
3412-  0:21:00.00  6/02/2010   503651.440  6783963.647  294.295   1.169   0.627 4
3413-  0:21:30.00  6/02/2010   503651.336  6783963.732  294.271   1.165   0.630 4
3414-  0:22:00.00  6/02/2010   503651.307  6783963.774  294.286   1.161   0.631 4
3415-  0:22:30.00  6/02/2010   503651.355  6783963.735  294.312   1.157   0.634 5
3416-  0:23:00.00  6/02/2010   503651.353  6783963.730  294.315   1.153   0.636 5
3417-  0:23:30.00  6/02/2010   503651.431  6783963.873  294.218   0.930   0.507 5
3418-  0:24:00.00  6/02/2010   503651.118  6783963.686  294.377   1.138   0.633 5
3419-  0:24:30.00  6/02/2010   503651.091  6783963.591  294.393   1.135   0.632 5
3420-  0:25:00.00  6/02/2010   503651.089  6783963.556  294.384   1.134   0.632 5
3421-  0:25:30.00  6/02/2010   503651.062  6783963.535  294.424   1.132   0.631 4
3422-  0:26:00.00  6/02/2010   503651.073  6783963.522  294.425   1.134   0.631 4
3423-  0:26:30.00  6/02/2010   503651.076  6783963.467  294.469   1.136   0.631 5
3424-  0:27:00.00  6/02/2010   503651.082  6783963.445  294.498   1.138   0.632 5
3425-  0:27:30.00  6/02/2010   503651.104  6783963.428  294.512   1.141   0.632 6
3426-  0:28:00.00  6/02/2010   503651.113  6783963.398  294.536   1.142   0.636 3
3427-  0:28:30.00  6/02/2010   503651.132  6783963.360  294.553   1.142   0.640 3
3428-  0:29:00.00  6/02/2010   503651.114  6783963.349  294.542   1.142   0.646 3
3429-  0:29:30.00  6/02/2010   503651.116  6783963.350  294.560   1.141   0.653 3
3430-  0:30:00.00  6/02/2010   503651.115  6783963.334  294.573   1.138   0.663 3
3431-  0:30:30.00  6/02/2010   503651.122  6783963.337  294.581   1.132   0.677 3
3432-  0:31:00.00  6/02/2010   503651.126  6783963.332  294.576   1.121   0.700 2
3433-  0:31:30.00  6/02/2010   503651.139  6783963.335  294.598   1.097   0.741 3
3434-  0:32:00.00  6/02/2010   503651.138  6783963.329  294.592   1.045   0.816 3
3435-  0:32:30.00  6/02/2010   503651.146  6783963.316  294.601   0.962   0.913 3
3622-  5:38:00.00  6/03/2010   503643.545  6783957.565  293.500   0.398   0.434 5
3623-  5:38:30.00  6/03/2010   503643.544  6783957.572  293.500   0.452   0.380 4
3624-  5:39:00.00  6/03/2010   503643.541  6783957.579  293.487   0.487   0.337 4
3625-  5:39:30.00  6/03/2010   503643.528  6783957.574  293.489   0.505   0.311 4
3626-  5:40:00.00  6/03/2010   503643.523  6783957.577  293.480   0.515   0.297 3
3627-  5:40:30.00  6/03/2010   503643.495  6783957.565  293.475   0.515   0.300 3
3628-  5:41:00.00  6/03/2010   503643.480  6783957.548  293.486   0.515   0.303 3
3629-  5:41:30.00  6/03/2010   503643.446  6783957.537  293.462   0.517   0.303 3
3630-  5:42:00.00  6/03/2010   503643.439  6783957.527  293.469   0.520   0.299 4
3631-  5:42:30.00  6/03/2010   503643.462  6783957.542  293.475   0.520   0.302 4
3632-  5:43:00.00  6/03/2010   503643.477  6783957.541  293.473   0.520   0.303 3
3633-  5:43:30.00  6/03/2010   503643.475  6783957.545  293.471   0.520   0.305 3
3634-  5:44:00.00  6/03/2010   503643.484  6783957.542  293.484   0.520   0.307 3
3635-  5:44:30.00  6/03/2010   503643.487  6783957.548  293.478   0.520   0.309 2
3636-  5:45:00.00  6/03/2010   503643.482  6783957.535  293.480   0.520   0.311 2
3637-  5:45:30.00  6/03/2010   503643.475  6783957.532  293.480   0.520   0.312 2
3638-  5:46:00.00  6/03/2010   503643.469  6783957.535  293.476   0.521   0.314 3
3639-  5:46:30.00  6/03/2010   503643.459  6783957.527  293.477   0.521   0.316 4
3640-  5:47:00.00  6/03/2010   503643.446  6783957.537  293.457   0.521   0.317 4
3641-  5:47:30.00  6/03/2010   503643.447  6783957.518  293.463   0.521   0.319 4
3642-  5:48:00.00  6/03/2010   503643.440  6783957.525  293.453   0.521   0.320 3
3643-  5:48:30.00  6/03/2010   503643.427  6783957.516  293.451   0.521   0.322 2
3644-  5:49:00.00  6/03/2010   503643.423  6783957.504  293.461   0.521   0.323 4
3645-  5:49:30.00  6/03/2010   503643.418  6783957.511  293.454   0.521   0.324 5
3646-  5:50:00.00  6/03/2010   503643.426  6783957.517  293.440   0.521   0.326 5
3647-  5:50:30.00  6/03/2010   503643.431  6783957.509  293.449   0.521   0.327 4
3648-  5:51:00.00  6/03/2010   503643.428  6783957.509  293.434   0.521   0.328 3
3649-  5:51:30.00  6/03/2010   503643.428  6783957.498  293.452   0.521   0.329 3
3650-  5:52:00.00  6/03/2010   503643.437  6783957.507  293.448   0.519   0.327 3
3651-  5:52:30.00  6/03/2010   503643.436  6783957.509  293.438   0.520   0.330 4
3652-  5:53:00.00  6/03/2010   503643.430  6783957.514  293.445   0.521   0.332 4
3653-  5:53:30.00  6/03/2010   503643.419  6783957.521  293.448   0.522   0.333 3
3654-  5:54:00.00  6/03/2010   503643.413  6783957.514  293.434   0.523   0.335 2
3655-  5:54:30.00  6/03/2010   503643.407  6783957.515  293.446   0.524   0.335 3
3656-  5:55:00.00  6/03/2010   503643.391  6783957.513  293.445   0.525   0.336 3
3657-  5:55:30.00  6/03/2010   503643.392  6783957.501  293.471   0.526   0.336 4
3658-  5:56:00.00  6/03/2010   503643.397  6783957.487  293.474   0.528   0.335 4
3659-  5:56:30.00  6/03/2010   503643.398  6783957.485  293.496   0.529   0.334 4
3660-  5:57:00.00  6/03/2010   503643.408  6783957.486  293.483   0.531   0.333 4
3661-  5:57:30.00  6/03/2010   503643.404  6783957.466  293.512   0.533   0.332 4
3662-  5:58:00.00  6/03/2010   503643.412  6783957.465  293.526   0.535   0.332 4
3663-  5:58:30.00  6/03/2010   503643.419  6783957.443  293.568   0.538   0.334 3
3664-  5:59:00.00  6/03/2010   503643.424  6783957.419  293.580   0.542   0.335 2
3665-  5:59:30.00  6/03/2010   503643.420  6783957.413  293.582   0.546   0.337 3
3666-  6:00:00.00  6/03/2010   503643.428  6783957.422  293.540   0.550   0.338 3
3667-  6:00:30.00  6/03/2010   503643.413  6783957.437  293.493   0.553   0.339 3
3668-  6:01:00.00  6/03/2010   503643.400  6783957.465  293.431   0.557   0.341 3
3669-  6:01:30.00  6/03/2010   503643.400  6783957.475  293.414   0.560   0.342 2
3670-  6:02:00.00  6/03/2010   503643.390  6783957.475  293.436   0.563   0.344 2
3671-  6:02:30.00  6/03/2010   503643.404  6783957.431  293.522   0.566   0.346 3
3672-  6:03:00.00  6/03/2010   503643.399  6783957.394  293.572   0.570   0.349 3
3673-  6:03:30.00  6/03/2010   503643.400  6783957.363  293.591   0.575   0.356 3
3674-  6:04:00.00  6/03/2010   503643.398  6783957.392  293.550   0.577   0.364 3
3675-  6:04:30.00  6/03/2010   503643.395  6783957.376  293.576   0.580   0.368 3
3676-  6:05:00.00  6/03/2010   503643.385  6783957.375  293.556   0.581   0.372 4
3677-  6:05:30.00  6/03/2010   503643.371  6783957.334  293.612   0.583   0.376 4
3678-  6:06:00.00  6/03/2010   503643.392  6783957.325  293.628   0.585   0.380 4
3679-  6:06:30.00  6/03/2010   503643.400  6783957.314  293.634   0.586   0.383 4
3680-  6:07:00.00  6/03/2010   503643.379  6783957.297  293.660   0.587   0.386 3
3681-  6:07:30.00  6/03/2010   503643.396  6783957.352  293.614   0.587   0.388 3
3682-  6:08:00.00  6/03/2010   503643.378  6783957.338  293.640   0.589   0.391 4
3683-  6:08:30.00  6/03/2010   503643.376  6783957.309  293.669   0.589   0.393 3
3684-  6:09:00.00  6/03/2010   503643.366  6783957.291  293.681   0.590   0.394 3
3685-  6:09:30.00  6/03/2010   503643.352  6783957.287  293.668   0.590   0.395 3
3686-  6:10:00.00  6/03/2010   503643.339  6783957.250  293.707   0.589   0.395 3
3687-  6:10:30.00  6/03/2010   503643.335  6783957.252  293.700   0.589   0.395 3
3688-  6:11:00.00  6/03/2010   503643.328  6783957.247  293.702   0.588   0.395 4
3689-  6:11:30.00  6/03/2010   503643.317  6783957.262  293.686   0.587   0.394 4
3690-  6:12:00.00  6/03/2010   503643.309  6783957.271  293.655   0.586   0.394 4
3691-  6:12:30.00  6/03/2010   503643.297  6783957.284  293.647   0.585   0.392 4
3692-  6:13:00.00  6/03/2010   503643.292  6783957.309  293.634   0.583   0.391 3
3693-  6:13:30.00  6/03/2010   503643.284  6783957.323  293.623   0.582   0.393 3
3694-  6:14:00.00  6/03/2010   503643.295  6783957.334  293.633   0.581   0.396 4
3695-  6:14:30.00  6/03/2010   503643.307  6783957.361  293.591   0.582   0.398 2
3696-  6:15:00.00  6/03/2010   503643.301  6783957.357  293.593   0.581   0.401 2
3697-  6:15:30.00  6/03/2010   503643.298  6783957.370  293.574   0.581   0.404 4
3698-  6:16:00.00  6/03/2010   503643.297  6783957.383  293.542   0.580   0.407 3
3699-  6:16:30.00  6/03/2010   503643.284  6783957.381  293.545   0.579   0.410 4
3700-  6:17:00.00  6/03/2010   503643.282  6783957.401  293.524   0.578   0.414 4
3701-  6:17:30.00  6/03/2010   503643.283  6783957.461  293.476   0.576   0.417 2
3702-  6:18:00.00  6/03/2010   503643.268  6783957.505  293.445   0.573   0.419 5
3703-  6:18:30.00  6/03/2010   503643.261  6783957.531  293.469   0.572   0.423 4
3704-  6:19:00.00  6/03/2010   503643.260  6783957.570  293.441   0.569   0.426 4
3705-  6:19:30.00  6/03/2010   503643.230  6783957.537  293.477   0.566   0.429 5
3706-  6:20:00.00  6/03/2010   503643.230  6783957.586  293.442   0.562   0.431 5
3707-  6:20:30.00  6/03/2010   503643.229  6783957.619  293.410   0.558   0.432 5
3708-  6:21:00.00  6/03/2010   503643.218  6783957.599  293.405   0.554   0.433 5
3709-  6:21:30.00  6/03/2010   503643.214  6783957.581  293.413   0.549   0.433 4
3710-  6:22:00.00  6/03/2010   503643.202  6783957.566  293.412   0.544   0.432 2
3711-  6:22:30.00  6/03/2010   503643.203  6783957.615  293.374   0.538   0.429 3
3712-  6:23:00.00  6/03/2010   503643.192  6783957.616  293.364   0.533   0.427 4
3713-  6:23:30.00  6/03/2010   503643.184  6783957.640  293.344   0.527   0.423 4
3714-  6:24:00.00  6/03/2010   503643.176  6783957.648  293.347   0.521   0.419 3
3715-  6:24:30.00  6/03/2010   503643.176  6783957.622  293.365   0.516   0.414 4
3716-  6:25:00.00  6/03/2010   503643.171  6783957.652  293.345   0.510   0.409 3
3717-  6:25:30.00  6/03/2010   503643.161  6783957.653  293.356   0.512   0.409 2
3718-  6:26:00.00  6/03/2010   503643.161  6783957.661  293.354   0.512   0.407 2
3719-  6:26:30.00  6/03/2010   503643.155  6783957.678  293.347   0.511   0.406 3
3720-  6:27:00.00  6/03/2010   503643.146  6783957.654  293.360   0.510   0.404 2
3721-  6:27:30.00  6/03/2010   503643.143  6783957.660  293.369   0.509   0.403 2
3722-  6:28:00.00  6/03/2010   503643.130  6783957.646  293.397   0.508   0.401 2
3723-  6:28:30.00  6/03/2010   503643.130  6783957.652  293.384   0.507   0.399 2
3724-  6:29:00.00  6/03/2010   503643.123  6783957.647  293.394   0.506   0.397 2
3725-  6:29:30.00  6/03/2010   503643.123  6783957.642  293.399   0.505   0.395 3
3726-  6:30:00.00  6/03/2010   503643.123  6783957.635  293.396   0.502   0.395 6
3727-  6:30:30.00  6/03/2010   503643.118  6783957.604  293.418   0.498   0.390 6
3728-  6:31:00.00  6/03/2010   503643.127  6783957.611  293.393   0.496   0.388 6
3729-  6:31:30.00  6/03/2010   503643.122  6783957.602  293.392   0.494   0.387 5
3730-  6:32:00.00  6/03/2010   503643.112  6783957.596  293.402   0.492   0.386 5
3731-  6:32:30.00  6/03/2010   503643.102  6783957.594  293.413   0.490   0.385 4
3732-  6:33:00.00  6/03/2010   503643.100  6783957.606  293.415   0.487   0.383 4
3733-  6:33:30.00  6/03/2010   503643.091  6783957.595  293.431   0.484   0.380 5
3734-  6:34:00.00  6/03/2010   503643.094  6783957.576  293.433   0.480   0.377 5
3735-  6:34:30.00  6/03/2010   503643.093  6783957.579  293.421   0.475   0.373 5
3736-  6:35:00.00  6/03/2010   503643.087  6783957.550  293.434   0.470   0.369 5
3737-  6:35:30.00  6/03/2010   503643.077  6783957.553  293.424   0.465   0.364 4
3738-  6:36:00.00  6/03/2010   503643.063  6783957.547  293.437   0.459   0.366 2
3739-  6:36:30.00  6/03/2010   503643.060  6783957.530  293.452   0.457   0.364 2
3740-  6:37:00.00  6/03/2010   503643.044  6783957.476  293.502   0.455   0.362 4
3741-  6:37:30.00  6/03/2010   503643.040  6783957.504  293.483   0.453   0.361 4
3742-  6:38:00.00  6/03/2010   503643.036  6783957.492  293.520   0.451   0.360 5
3743-  6:38:30.00  6/03/2010   503643.035  6783957.490  293.512   0.446   0.352 3
3744-  6:39:00.00  6/03/2010   503643.032  6783957.480  293.518   0.446   0.359 5
3745-  6:39:30.00  6/03/2010   503643.031  6783957.485  293.513   0.440   0.353 4
3746-  6:40:00.00  6/03/2010   503643.030  6783957.475  293.526   0.437   0.352 5
3747-  6:40:30.00  6/03/2010   503643.027  6783957.469  293.533   0.435   0.352 5
3748-  6:41:00.00  6/03/2010   503643.027  6783957.488  293.528   0.432   0.352 5
3749-  6:41:30.00  6/03/2010   503643.021  6783957.479  293.525   0.429   0.353 4
3750-  6:42:00.00  6/03/2010   503643.013  6783957.463  293.533   0.426   0.353 5
3751-  6:42:30.00  6/03/2010   503643.015  6783957.477  293.527   0.422   0.352 4
3752-  6:43:00.00  6/03/2010   503643.009  6783957.466  293.542   0.417   0.352 5
3753-  6:43:30.00  6/03/2010   503643.013  6783957.473  293.531   0.413   0.350 4
3754-  6:44:00.00  6/03/2010   503643.007  6783957.478  293.522   0.408   0.349 3
3755-  6:44:30.00  6/03/2010   503642.999  6783957.464  293.532   0.403   0.347 3
3756-  6:45:00.00  6/03/2010   503642.996  6783957.425  293.565   0.399   0.356 4
3757-  6:45:30.00  6/03/2010   503642.988  6783957.442  293.566   0.393   0.351 3
3758-  6:46:00.00  6/03/2010   503642.982  6783957.422  293.574   0.391   0.349 4
3759-  6:46:30.00  6/03/2010   503642.974  6783957.431  293.584   0.393   0.359 5
3760-  6:47:00.00  6/03/2010   503642.969  6783957.445  293.584   0.388   0.354 3
3761-  6:47:30.00  6/03/2010   503642.964  6783957.412  293.604   0.390   0.362 5
3762-  6:48:00.00  6/03/2010   503642.955  6783957.402  293.614   0.384   0.357 3
3763-  6:48:30.00  6/03/2010   503642.944  6783957.369  293.646   0.382   0.356 4
3764-  6:49:00.00  6/03/2010   503642.940  6783957.349  293.653   0.384   0.366 5
3765-  6:49:30.00  6/03/2010   503642.938  6783957.328  293.664   0.379   0.362 4
3766-  6:50:00.00  6/03/2010   503642.938  6783957.347  293.652   0.377   0.362 4
3767-  6:50:30.00  6/03/2010   503642.939  6783957.356  293.647   0.375   0.363 4
3768-  6:51:00.00  6/03/2010   503642.934  6783957.350  293.667   0.377   0.373 5
3769-  6:51:30.00  6/03/2010   503642.929  6783957.360  293.666   0.375   0.376 5
3770-  6:52:00.00  6/03/2010   503642.934  6783957.336  293.691   0.370   0.373 5
3771-  6:52:30.00  6/03/2010   503642.935  6783957.348  293.686   0.368   0.373 4
3772-  6:53:00.00  6/03/2010   503642.936  6783957.344  293.695   0.367   0.375 3
3773-  6:53:30.00  6/03/2010   503642.937  6783957.356  293.694   0.365   0.376 5
3774-  6:54:00.00  6/03/2010   503642.928  6783957.353  293.691   0.364   0.377 4
3775-  6:54:30.00  6/03/2010   503642.933  6783957.330  293.703   0.365   0.387 3
3776-  6:55:00.00  6/03/2010   503642.935  6783957.354  293.703   0.364   0.389 5
3777-  6:55:30.00  6/03/2010   503642.927  6783957.334  293.726   0.362   0.391 5
3778-  6:56:00.00  6/03/2010   503642.926  6783957.330  293.719   0.361   0.394 2
3779-  6:56:30.00  6/03/2010   503642.918  6783957.316  293.742   0.359   0.396 2
3780-  6:57:00.00  6/03/2010   503642.924  6783957.301  293.750   0.358   0.399 2
3781-  6:57:30.00  6/03/2010   503642.917  6783957.304  293.758   0.357   0.401 5
3782-  6:58:00.00  6/03/2010   503642.914  6783957.284  293.803   0.356   0.403 3
3783-  6:58:30.00  6/03/2010   503642.909  6783957.279  293.818   0.355   0.406 6
3784-  6:59:00.00  6/03/2010   503642.903  6783957.283  293.812   0.354   0.408 4
3785-  6:59:30.00  6/03/2010   503642.898  6783957.278  293.833   0.353   0.410 4
3786-  7:00:00.00  6/03/2010   503642.903  6783957.275  293.835   0.352   0.413 3
3787-  7:00:30.00  6/03/2010   503642.899  6783957.247  293.859   0.350   0.415 3
3788-  7:01:00.00  6/03/2010   503642.903  6783957.238  293.873   0.347   0.414 4
3789-  7:01:30.00  6/03/2010   503642.903  6783957.226  293.860   0.346   0.415 4
3790-  7:02:00.00  6/03/2010   503642.901  6783957.201  293.889   0.347   0.423 5
3791-  7:02:30.00  6/03/2010   503642.899  6783957.206  293.887   0.345   0.421 4
3792-  7:03:00.00  6/03/2010   503642.895  6783957.213  293.874   0.346   0.420 4
3793-  7:03:30.00  6/03/2010   503642.890  6783957.199  293.885   0.348   0.419 4
3794-  7:04:00.00  6/03/2010   503642.886  6783957.201  293.900   0.351   0.417 3
3795-  7:04:30.00  6/03/2010   503642.878  6783957.198  293.903   0.354   0.414 5
3796-  7:05:00.00  6/03/2010   503642.877  6783957.194  293.883   0.356   0.412 5
3797-  7:05:30.00  6/03/2010   503642.872  6783957.201  293.877   0.356   0.411 5
3798-  7:06:00.00  6/03/2010   503642.875  6783957.191  293.890   0.357   0.420 4
3799-  7:06:30.00  6/03/2010   503642.882  6783957.201  293.880   0.355   0.423 5
3800-  7:07:00.00  6/03/2010   503642.884  6783957.201  293.875   0.354   0.421 4
3801-  7:07:30.00  6/03/2010   503642.887  6783957.199  293.893   0.355   0.426 2
3802-  7:08:00.00  6/03/2010   503642.883  6783957.182  293.923   0.353   0.429 4
3803-  7:08:30.00  6/03/2010   503642.883  6783957.164  293.930   0.353   0.427 3
3804-  7:09:00.00  6/03/2010   503642.883  6783957.168  293.910   0.354   0.432 5
3805-  7:09:30.00  6/03/2010   503642.876  6783957.169  293.916   0.353   0.434 3
3806-  7:10:00.00  6/03/2010   503642.880  6783957.164  293.925   0.351   0.437 4
3807-  7:10:30.00  6/03/2010   503642.875  6783957.156  293.934   0.351   0.434 4
3808-  7:11:00.00  6/03/2010   503642.878  6783957.142  293.939   0.352   0.439 3
3809-  7:11:30.00  6/03/2010   503642.881  6783957.133  293.940   0.351   0.441 3
3810-  7:12:00.00  6/03/2010   503642.877  6783957.139  293.935   0.349   0.443 3
3811-  7:12:30.00  6/03/2010   503642.875  6783957.134  293.917   0.348   0.446 2
3812-  7:13:00.00  6/03/2010   503642.879  6783957.115  293.939   0.346   0.448 5
3813-  7:13:30.00  6/03/2010   503642.875  6783957.112  293.935   0.346   0.446 5
3814-  7:14:00.00  6/03/2010   503642.875  6783957.102  293.951   0.347   0.450 4
3815-  7:14:30.00  6/03/2010   503642.869  6783957.096  293.969   0.346   0.452 6
3816-  7:15:00.00  6/03/2010   503642.872  6783957.077  293.959   0.345   0.454 4
3817-  7:15:30.00  6/03/2010   503642.869  6783957.086  293.994   0.344   0.456 4
3818-  7:16:00.00  6/03/2010   503642.879  6783957.063  294.005   0.342   0.458 4
3819-  7:16:30.00  6/03/2010   503642.875  6783957.070  293.990   0.350   0.451 4
3820-  7:17:00.00  6/03/2010   503642.867  6783957.067  293.991   0.354   0.447 4
3821-  7:17:30.00  6/03/2010   503642.871  6783957.044  293.984   0.356   0.451 3
3822-  7:18:00.00  6/03/2010   503642.864  6783957.050  294.004   0.355   0.454 2
3823-  7:18:30.00  6/03/2010   503642.870  6783957.035  293.987   0.353   0.456 3
3824-  7:19:00.00  6/03/2010   503642.869  6783957.018  294.007   0.352   0.458 3
3825-  7:19:30.00  6/03/2010   503642.863  6783957.008  293.997   0.350   0.460 2
3826-  7:20:00.00  6/03/2010   503642.867  6783957.004  294.022   0.348   0.462 2
3827-  7:20:30.00  6/03/2010   503642.867  6783956.993  294.022   0.347   0.464 3
3828-  7:21:00.00  6/03/2010   503642.864  6783956.993  294.023   0.345   0.466 3
3829-  7:21:30.00  6/03/2010   503642.870  6783956.975  294.023   0.343   0.469 3
3830-  7:22:00.00  6/03/2010   503642.863  6783956.985  294.041   0.342   0.471 3
3831-  7:22:30.00  6/03/2010   503642.866  6783956.970  294.054   0.340   0.472 3
3832-  7:23:00.00  6/03/2010   503642.862  6783956.972  294.038   0.339   0.474 3
3833-  7:23:30.00  6/03/2010   503642.865  6783956.958  294.032   0.337   0.476 3
3834-  7:24:00.00  6/03/2010   503642.861  6783956.962  294.046   0.336   0.478 3
3835-  7:24:30.00  6/03/2010   503642.867  6783956.942  294.093   0.334   0.480 4
3836-  7:25:00.00  6/03/2010   503642.869  6783956.951  294.096   0.345   0.472 4
3837-  7:25:30.00  6/03/2010   503642.871  6783956.940  294.085   0.356   0.464 4
3838-  7:26:00.00  6/03/2010   503642.838  6783956.016  294.652   4.401   6.377 6
3839-  7:26:30.00  6/03/2010   503642.968  6783956.528  293.424   4.453   6.439 5
3840-  7:27:00.00  6/03/2010   503642.819  6783957.173  294.601   4.502   6.766 5
3841-  7:27:30.00  6/03/2010   503642.768  6783957.619  294.322   4.012   6.342 5
3842-  7:28:00.00  6/03/2010   503642.458  6783958.390  295.035   3.883   6.582 5
3843-  7:28:30.00  6/03/2010   503642.582  6783958.034  294.755   4.161   7.260 5
3844-  7:29:00.00  6/03/2010   503642.601  6783958.184  295.231   4.384   7.837 5
3872-  7:43:00.00  6/03/2010   503642.817  6783959.158  302.566   3.314   8.762 6
3873-  7:43:30.00  6/03/2010   503642.838  6783959.883  304.447   3.095   8.232 6
3879-  7:46:30.00  6/03/2010   503644.068  6783960.886  302.076   4.238   5.433 5
3881-  7:47:30.00  6/03/2010   503642.858  6783957.580  295.423   2.616   2.192 6
3882-  7:48:00.00  6/03/2010   503642.282  6783956.511  294.801   2.721   2.071 6
3883-  7:48:30.00  6/03/2010   503643.484  6783958.695  296.378   3.845   4.262 6
3884-  7:49:00.00  6/03/2010   503642.667  6783957.049  295.470   4.258   4.555 4
3885-  7:49:30.00  6/03/2010   503642.625  6783957.099  295.706   4.945   5.033 5
3888-  7:51:00.00  6/03/2010   503643.709  6783959.225  300.530   4.219   3.270 5
3889-  7:51:30.00  6/03/2010   503643.353  6783958.361  299.222   4.627   3.643 5
3891-  7:52:30.00  6/03/2010   503642.930  6783957.366  296.189   3.034   2.657 5
3892-  7:53:00.00  6/03/2010   503643.019  6783957.640  295.813   3.729   3.049 5
3898-  7:56:00.00  6/03/2010   503642.862  6783957.152  295.085   2.739   2.370 4
3899-  7:56:30.00  6/03/2010   503642.874  6783957.139  294.896   2.802   2.373 4
3905-  7:59:30.00  6/03/2010   503642.998  6783957.123  294.311   2.455   2.207 5
3906-  8:00:00.00  6/03/2010   503643.018  6783957.099  293.997   2.578   2.273 6
3908-  8:01:00.00  6/03/2010   503642.582  6783956.132  294.802   2.461   1.479 5
3909-  8:01:30.00  6/03/2010   503642.572  6783956.145  294.785   2.397   1.493 5
3910-  8:02:00.00  6/03/2010   503642.562  6783956.167  294.791   2.341   1.505 5
3911-  8:02:30.00  6/03/2010   503642.509  6783956.129  294.812   2.290   1.517 4
3912-  8:03:00.00  6/03/2010   503642.482  6783956.109  294.781   2.104   1.533 6
3913-  8:03:30.00  6/03/2010   503642.389  6783955.949  294.876   1.993   1.553 6
3914-  8:04:00.00  6/03/2010   503642.296  6783955.775  295.026   1.909   1.567 5
3915-  8:04:30.00  6/03/2010   503642.271  6783955.695  295.108   1.903   1.584 5
3916-  8:05:00.00  6/03/2010   503642.237  6783955.667  295.092   1.818   1.579 6
3917-  8:05:30.00  6/03/2010   503642.236  6783955.595  295.179   1.815   1.595 4
